x,y,z,cluster
-1.71339833,7.883945103,1.276417929,6
6.535598247,-9.57686838,8.746468674,6
12.56414149,2.023606657,0.935855731,6
1.415869991,-11.03272942,0.080627683,6
-1.070480574,7.916340961,3.971015962,6
12.14490969,4.387166537,2.709044046,6
11.87620568,-3.210052628,1.546965584,6
1.498375548,-11.02928688,2.72035396,6
1.575280511,7.482458097,8.589447103,6
6.341045189,0.48554,5.053416993,6
-6.107262514,6.110312179,0.471010755,6
3.949304713,-10.64174316,3.311440903,6
-1.910319197,7.863584315,5.39282416,6
6.347145889,0.569095599,1.963054338,6
12.5062853,-0.58237566,6.205767493,6
5.995691168,3.132379122,3.232781223,6
5.078084216,-2.769000778,1.332722404,6
2.01755233,-10.99347708,6.302946606,6
3.139635287,6.719590987,2.019315991,6
11.61577705,-3.873236072,4.358021866,6
6.042769983,2.992009665,8.34515922,6
-7.288088881,-7.135514586,5.425237163,6
4.995870154,-2.870280808,4.305816651,6
5.012851134,4.978750726,2.915662306,6
-2.237604423,-10.55197483,2.860702088,6
1.441381502,-4.792479514,7.530065312,6
1.951081036,-4.717000964,1.675486574,6
-9.253087526,1.046871614,0.765486029,6
3.983257497,-10.63238133,8.660921985,6
6.318398982,1.725534225,9.73450199,6
1.854107746,-4.735539516,9.578070801,6
-6.702092547,5.593135651,3.576812262,6
0.087286327,7.842366255,0.29984673,6
4.678219779,-10.41532235,1.589661737,6
0.631733151,7.746899942,0.882028311,6
0.121053197,-11.00590707,1.150425556,6
-2.310834394,-10.52892211,6.284950403,6
1.10564423,-11.04016333,9.284405995,6
-8.834996538,2.411844678,3.954397012,6
3.231760788,-4.275662444,0.194931568,6
5.876864178,3.448246211,8.007843054,6
-8.41102199,-5.400560663,8.424555296,6
5.032800788,-2.825371642,4.169980232,6
-0.479051961,-10.94133625,6.62969297,6
-8.291698476,3.551138025,9.268135969,6
-1.704930825,-10.702655,1.873838983,6
-8.167842589,-5.849223554,8.388660306,6
-5.925748255,-8.532752732,7.849845572,6
5.350815519,4.482966305,9.308696499,6
10.8192811,-5.421910276,9.384452021,6
9.520516781,-7.173656161,1.855628472,6
6.824229515,-9.408819267,7.795309545,6
12.26500687,3.917864352,6.565330804,6
2.543446629,-4.559802514,1.166113319,6
6.360761455,0.932603371,4.837691835,6
-8.185445763,-5.818513539,6.927639383,6
6.294707741,1.907802378,3.044604373,6
4.000865154,6.071705821,4.577603424,6
4.672833564,5.399315004,5.459752588,6
12.1628053,4.321671188,4.374948195,6
-5.251932557,6.706647703,3.067662353,6
-0.547414603,-10.93184347,4.078919268,6
-4.344336722,7.186665192,2.682849867,6
-1.715408938,7.88376202,4.763809158,6
3.552303773,-4.101709858,1.925307531,6
-5.657209016,6.443444299,8.162795401,6
-8.205993042,-5.782345112,3.368853319,6
2.213321418,-4.656849528,5.959509341,6
-8.925675139,2.171793916,5.818563418,6
0.252678745,7.817588602,0.434910988,6
-9.455919574,-1.631476675,4.467036158,6
3.235456726,6.656961816,5.74283395,6
5.265765989,4.616672358,9.234387553,6
-8.839289746,2.40092538,8.284028396,6
3.502445993,6.470784383,7.36827075,6
-6.638513652,-7.868425018,9.910637883,6
1.129279129,7.623739956,3.955725189,6
2.203817691,7.229665187,7.950600144,6
1.470678756,7.518316616,9.812162062,6
5.792502113,-1.609991866,2.603118138,6
10.40256072,-6.059841293,6.263350891,6
3.519679473,-4.120735523,1.222002278,6
3.200688007,-4.291037599,4.296042481,6
-8.849312244,2.375271974,4.977444652,7
-1.943927184,-10.63870473,6.057117567,7
12.32973842,-1.62009837,5.240591776,7
-1.293639288,-10.79914437,4.528674355,7
-1.370946697,-10.78229792,7.751450003,7
11.56145346,-3.998587427,0.655991449,7
6.099251739,2.808176589,9.931854038,7
-3.426243024,7.538483061,4.828010374,7
6.358837005,0.822192634,0.885256981,7
5.298203781,-2.472206046,8.837749751,7
-4.742260846,6.99363014,7.956592117,7
9.791752464,-6.859346473,5.231632306,7
4.829703273,-3.061398912,3.984524596,7
-3.264353119,7.587871684,5.907224934,7
11.80491664,5.440362605,0.872062074,7
6.19247884,-0.457856193,0.787431053,7
0.514844424,7.770787966,9.346764912,7
-8.858697931,-4.384549575,4.568503494,7
7.395384135,-9.041965828,7.394616816,7
6.083500692,-0.855886381,9.607650258,7
-6.102627664,-8.379393478,4.054039628,7
12.05961948,-2.65925658,3.720477964,7
12.60029382,0.620068227,6.850063181,7
3.678905764,6.337645758,0.382436838,7
-0.111049893,7.867312335,1.16850249,7
9.549779762,-7.140797024,9.831709284,7
-4.985288618,-9.24206175,3.118174446,7
0.198276382,-11.01179324,0.158586726,7
-2.594607723,7.754306808,1.473822512,7
1.478759856,-4.788776306,9.402041654,7
-5.487627196,-8.884055968,5.301082646,7
-7.737718846,4.410942207,1.443999333,7
6.344331792,0.528640839,1.489218376,7
2.94627755,6.839650009,3.365573017,7
0.855054959,7.695976903,3.144489671,7
5.977173834,-1.167951224,3.586615261,7
-1.216659472,-10.81533304,7.447404286,7
3.856341873,-3.908945142,4.70983976,7
5.879071562,-1.415088413,1.362906066,7
4.886172173,-10.3407057,0.5276488,7
5.407885653,-10.13304275,2.170104273,7
-0.313320032,7.887463881,1.035968007,7
-1.432396122,-10.76848404,0.933820889,7
12.55413703,-0.14331857,7.470898055,7
-7.308805148,-7.109657267,2.192085269,7
3.644034907,-4.04653635,9.997807846,7
3.910951503,-3.871213506,2.903308063,7
5.829036688,-9.943171171,8.416142459,7
5.223926106,-2.576884939,9.249371565,7
-6.98993891,5.305691614,6.349532988,7
-1.970037945,7.85643755,3.423719516,7
-8.396309905,3.360989452,1.669005512,7
0.929922828,7.677329248,3.08431952,7
-6.481300518,-8.026078455,2.26988083,7
11.94524427,-3.012734042,3.936765434,7
5.822827291,-1.543833875,2.053749361,7
5.772509286,-1.652472371,7.568219022,7
1.20384843,7.602202861,8.225779636,7
5.72916765,-1.741691202,0.75721866,7
11.72789527,-3.601487438,6.976179178,7
-5.56700628,-8.823257907,4.987495842,7
4.28865781,-3.58142019,0.810721852,7
-4.145955858,7.273408442,3.028879308,7
4.902297132,-2.980022476,0.634754242,7
2.707398321,6.976929343,4.894422425,7
-1.336294698,7.909262851,8.478169797,7
-9.185941568,-3.336767517,0.762496353,7
-3.162930161,7.616966206,0.229295497,7
4.186123173,-10.57406216,8.955901938,7
5.223331631,-10.2099094,1.90984444,7
-7.107587743,5.180129169,0.121689327,7
6.050365313,-0.959296473,5.669119267,7
12.48785259,2.721382477,5.922962481,7
8.140520855,-8.487195641,6.519440145,7
5.746434242,3.749039695,3.516432382,7
-7.893702756,-6.297858857,5.807305253,7
0.621498539,-11.03435005,3.662854023,7
0.591778247,7.755277198,5.692230735,7
6.287743858,1.954816872,5.312653037,7
4.208295059,-10.56743926,0.947322284,7
-8.37107229,-5.478154612,2.80614553,7
1.291036454,-11.03676748,8.515073552,7
1.806037981,-11.01101662,2.041536167,7
-8.045245838,-6.056421279,8.917179951,7
-2.121759621,-10.58727335,7.346877439,7
3.4024887,-4.1865646,7.050152102,7
2.328417764,-10.96030682,9.621195693,7
12.59917402,1.409769594,6.583342894,7
-9.059367916,-3.792765669,0.067093021,7
12.21286937,4.130722475,7.91674244,7
-9.432836748,-0.079151508,9.121403976,7
12.6050203,0.845359301,0.46532287,7
-7.591972898,-6.737754652,8.57245968,7
-9.264167303,-3.000700352,3.844673773,7
2.821658295,-10.88948346,0.593535495,7
11.23719967,-4.677705309,2.73788701,7
8.237812778,-8.40769825,8.820274214,7
-3.40901085,-10.11117559,1.814874813,7
10.84250631,-5.383612786,6.479249205,7
12.49357491,-0.679474766,9.649063826,7
12.53085297,2.372656222,4.538430828,7
6.361001883,0.993271562,8.546887867,7
12.00037266,-2.846902159,3.644194845,7
1.925509099,7.349714948,6.980979538,7
-8.536172606,-5.145914353,3.78005388,7
1.645707201,-4.76871167,3.748106365,7
1.580545234,-4.777229442,9.052424929,7
12.55541847,2.125613283,5.026262174,7
-6.616044975,-7.891379161,5.177346771,7
-3.821284319,-9.917032757,8.615465378,7
5.330485484,-2.425124808,5.377982485,7
-6.489803276,-8.017725207,3.834048349,7
-0.698372321,-10.90931467,8.011839592,7
11.30972422,-4.534868964,9.49353701,7
11.04235428,-5.04003326,7.683055424,7
4.060980613,-3.762327232,9.486153959,7
-5.469611518,-8.897686733,0.829553674,7
-3.060469434,-10.25887878,9.80750306,7
0.131003122,-11.00669627,2.378953295,7
3.871705256,-10.66271344,5.463445599,7
-3.244812408,-10.18258167,1.410256927,7
-4.673716779,-9.442614431,7.877858575,7
5.959605555,3.23352678,8.496175788,7
-6.199832146,-8.292058686,2.874977353,7
-7.23445564,5.03898244,3.023632206,7
6.246755996,2.194545313,3.821234989,8
12.56670074,1.991688744,5.941701012,8
5.179616046,4.74557942,0.993724589,8
11.20485407,-4.739939272,7.699934898,8
5.363988477,-10.15166973,5.314836218,8
12.54659428,2.220143514,5.674239649,8
6.014795272,-1.063761083,5.887877799,8
-4.869948358,-9.318127414,4.454695291,8
3.101998039,-10.83917127,2.043641999,8
4.516516544,-10.47022077,9.117098032,8
7.103770477,-9.235162048,3.634640307,8
7.881578842,-8.690522166,6.829283366,8
4.840063806,-10.35764386,2.069497362,8
-1.500808663,-10.75266177,8.92168999,8
4.216103811,5.875349346,2.020226533,8
3.580615532,6.412841795,2.306630893,8
6.33020088,0.36433444,6.262363987,8
-9.14226661,-3.504074868,3.251500125,8
5.685356035,-10.01024971,0.187807791,8
-3.705812516,-9.973602472,0.47460608,8
-2.25775304,-10.54568942,8.595636038,8
-5.608039154,6.477149246,4.069679931,8
12.44384877,-1.013815986,1.641656945,8
6.062390027,2.930263604,0.492786823,8
-9.060387936,1.770646744,9.928698086,8
1.530399962,-11.02778475,9.950721154,8
-8.202328335,3.705430175,1.721754989,8
4.054061125,6.02464971,6.480619989,8
12.20881067,-2.13168104,0.220841067,8
6.283513113,0.002061896,6.512836535,8
4.66362904,-3.23629701,9.820391382,8
-7.806423589,4.315368042,7.428113932,8
-8.976367693,2.027925122,8.158783668,8
12.54110439,2.275414671,6.808225429,8
11.76378243,-3.510390047,5.412291288,8
-3.063446879,7.64413767,8.007394359,8
2.928510173,6.850271844,4.76662301,8
4.683089537,-3.216568096,9.92483,8
12.58681466,0.303404676,4.475582675,8
1.594044783,-4.775537079,0.61419135,8
1.749843113,-4.75326864,1.638928154,8
5.220254096,4.685547503,7.665518192,8
3.587865443,-4.080616786,6.587102995,8
-8.144512021,-5.889541411,1.937650894,8
-3.877113077,-9.889054664,6.92283117,8
-7.605222686,4.588001638,8.046077283,8
9.231118386,-7.485949704,0.577231555,8
1.465078045,-11.03075033,5.247324216,8
6.338816531,0.45832744,7.866390876,8
8.131035204,-8.49485382,9.590281488,8
6.358565721,0.812119833,9.645074715,8
3.63205451,6.373819749,3.413616261,8
7.234529215,-9.150093513,6.729000425,8
-2.017766244,-10.61775183,6.221699279,8
5.441414433,-2.255282085,0.06467622,8
5.40954931,4.386501879,3.609336107,8
8.65714816,-8.04429328,6.301121574,8
6.34492704,0.53689234,0.152533597,8
4.352267197,-3.52724139,0.59157121,8
6.11801094,-0.740761437,0.948723017,8
1.965089536,-4.714158808,6.266699436,8
-8.703143614,-4.773944762,8.725680416,8
-8.654912327,-4.885687456,0.51871659,8
2.986785159,-10.86073794,3.160742773,8
10.59326214,-5.778813505,0.163900175,8
12.59378887,1.550377964,0.991730627,8
4.606301781,-3.2932977,5.925666371,8
-4.105468591,7.290362178,7.551642286,8
2.888483122,6.873954643,7.387121858,8
-9.269400182,-2.976102289,7.534233253,8
6.1327602,2.689105941,0.873904959,8
-9.418651743,-2.049315198,1.504023571,8
-9.008448181,-3.955230912,5.373524525,8
0.550319474,7.763736872,4.546062825,8
-9.473292733,-1.270069872,4.803789437,8
12.45949061,-0.915136561,5.543035355,8
-4.779066812,-9.376540793,8.255189001,8
6.299070238,1.877071442,2.403579692,8
-8.938378707,-4.164103277,1.817470756,8
6.355117557,1.262118702,4.631397328,8
-4.035240861,7.319176161,7.85215314,8
3.632615343,6.373390318,1.283144266,8
-4.000287178,7.333238837,7.919706516,8
3.778384918,-3.961119095,0.579932835,8
-3.558213978,7.495503513,5.800857034,8
3.043186877,-4.365117756,0.975891748,8
-7.604297068,4.58920662,9.791614129,8
6.320645709,1.705834579,1.934678727,8
1.137272588,-11.03980399,2.42501199,8
2.633677526,-4.529012239,7.750204795,8
2.301011443,-4.63342299,8.211486919,8
1.84141476,-11.00836594,0.009523316,8
4.403190405,5.69093367,6.815529622,8
2.406831885,7.133485969,0.027791769,8
10.65644426,-5.681799326,0.842816089,8
1.961176823,-10.99854923,6.455823085,8
-1.718209621,-10.69925562,5.967998814,8
-4.87343662,6.924183449,5.905170587,8
2.127832993,-4.678079373,7.880947778,8
-1.586178338,-10.73225943,7.464791222,8
1.976261469,-4.71186236,2.210970863,8
-8.767642703,2.578008244,6.238341853,8
-9.409145352,0.137628942,4.572148083,8
-9.168099158,-3.406595513,7.500306258,8
-2.780853117,7.714040093,2.753602099,8
12.40283212,3.256015124,4.532390255,8
-9.433217722,-1.909099675,5.413064167,8
3.738208024,6.29097443,5.804144426,8
-4.926543504,6.895217296,7.634699719,8
2.972520637,6.823837044,1.827253764,8
-9.171010471,1.384568075,6.825005601,8
-8.62663821,2.898676883,3.940111923,8
12.60427873,0.792815493,9.375237988,8
5.561557981,-2.05533225,4.159271324,8
12.07178929,4.641791333,8.52139808,8
5.476455517,-2.198811247,0.901512818,8
-9.274119783,0.950233411,4.205819126,8
-6.168406904,6.061424053,3.701350826,8
5.380805271,-10.14455933,8.485253563,8
6.328182732,0.344328321,3.260717664,8
-8.793958068,-4.552502961,3.581229884,8
-9.37197207,0.410814411,7.735867836,8
6.358665828,0.815768097,5.873342017,8
5.683812883,-1.831179078,6.119200189,8
12.13545421,-2.402280016,6.903494205,8
-8.657703158,2.830848941,4.91023398,8
